"ip2309.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2307.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5425,4,1504,"null"
"ip106.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1968,56,35,"null"
"ip1889.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1680.com http://www.almaden.ibm.com/cs/crawler [fc9]",5407,5,1400,"null"
"ip1720.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1827,30,60,"null"
"ip1416.com cfetch/1.0",82184,156,833,"null"
"ip2003.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5070,5,1308,"null"
"ip1933.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1025.com PageBitesHyperBot/600 (http://www.pagebites.com/)",9000,5,1800,"null"
"ip812.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",16200,9,1800,"null"
"ip833.com Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050531 Firefox/1.0.4",1810,16,113,"null"
"ip1332.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,5,360,"null"
"ip2092.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5582,4,1530,"null"
"ip2001.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",10800,6,1800,"null"
"ip2157.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1809,13,139,"null"
"ip445. Mozilla/4.0 (compatible;)",5400,3,1800,"null"
"ip1084.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1863,21,88,"null"
"ip810.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",1803,2,901,"null"
"ip1603.com Mozilla/4.0 compatible ZyBorg/1.0 Dead Link Checker (wn.dlc@looksmart.net; http://www.WISEnutbot.com)",21911,16,1483,"null"
"ip1996.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1430.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",3948,30,161,"null"
"ip1702.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5410,4,1501,"null"
"ip1701.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2011.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip915.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1822,24,75,"null"
"ip1461.jp Mozilla/5.0 (Windows; U; Windows NT 5.0; ja-JP; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1819,15,121,"null"
"ip1721.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; acc=; iebar; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1803,7,257,"null"
"ip899.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)",2163,3,721,"null"
"ip2431.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; FDM)",4552,93,92,"null"
"ip1901.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2080.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1227.edu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",4671,34,136,"null"
"ip1251.com psbot/0.1 (+http://www.picsearch.com/bot.html)",37876,49,1026,"null"
"ip1510.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1807,14,129,"null"
"ip1549.ru Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1801,7,257,"null"
"ip412.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",5476,24,227,"null"
"ip877.th Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1805,14,128,"null"
"ip53.edu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1800,7,257,"null"
"ip119.au Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040707 Firefox/0.9.2",4090,85,48,"null"
"ip1883.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3025,2,1512,"null"
"ip790.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1893,7,270,"null"
"ip917.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1890,8,236,"null"
"ip2256.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2079,12,173,"null"
"ip2243.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1866,42,44,"null"
"ip913.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1851,19,97,"null"
"ip1281.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.7.8) Gecko/20050511 Firefox/1.0.4",7038,36,221,"null"
"ip1873.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",7200,4,1800,"null"
"ip1502.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",3543,24,147,"null"
"ip2100.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip10.unr Mozilla/4.0 (compatible;)",7200,4,1800,"null"
"ip1602.com NutchCVS/0.05 (Nutch; http://www.nutch.org/docs/en/bot.html; nutch-agent@lists.sourceforge.net)",5381,3,1795,"null"
"ip1540.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1918,18,106,"null"
"ip30.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1808,7,258,"null"
"ip504.za Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050920 Firefox/1.0.7",1824,11,165,"null"
"ip1620.unr Jakarta Commons-HttpClient/3.0-rc3",4878,4,1413,"null"
"ip861.in Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)",2159,20,107,"null"
"ip1829.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.2) Gecko/20040804 Netscape/7.2 (ax)",3600,4,1200,"null"
"ip2232.COM Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)",2906,13,223,"null"
"ip239.tw Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; KKman3.0)",9371,99,125,"null"
"ip241.tw Mozilla/4.0 (compatible; MSIE 5.5; Windows XP)",8466,17,611,"null"
"ip1963.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",9000,5,1800,"null"
"ip1925.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip631.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322; .NET CLR 1.0.3705)",1830,21,87,"null"
"ip2060.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip816.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip806.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1825,14,130,"null"
"ip1242.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1823,7,260,"null"
"ip1812.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7 (ax)",1802,11,163,"null"
"ip1700.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",14400,8,1800,"null"
"ip1707.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1050.com Lycos_Spider_(modspider)",29353,23,1472,"null"
"ip822.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)",1801,3,600,"null"
"ip1856.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,4,1500,"null"
"ip1839.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip2079.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip334.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2405,20,120,"null"
"ip84.no findlinks/1.0 (+http://wortschatz.uni-leipzig.de/findlinks/)",10845,7,1653,"null"
"ip340.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1809,10,180,"null"
"ip1052.com Lycos_Spider_(modspider)",13510,9,1607,"null"
"ip1309.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; T312461; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1801,2,900,"null"
"ip2218.OEMCOMPUTER Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",3620,35,105,"null"
"ip912.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1822,21,86,"null"
"ip2101.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1053.com Lycos_Spider_(modspider)",18030,18,1248,"null"
"ip1605.com nicebot",3600,2,1800,"null"
"ip1051.com Lycos_Spider_(modspider)",17509,11,1715,"null"
"ip1739.com Googlebot/2.1 (+http://www.google.com/bot.html)",14898,15,1242,"null"
"ip1338.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; Alexa Toolbar)",1995,20,99,"null"
"ip2078.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1725.com Googlebot/2.1 (+http://www.google.com/bot.html)",18389,21,1289,"null"
"ip1809.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6",5887,41,672,"null"
"ip1435.in Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",3892,16,380,"null"
"ip1089.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.40607)",1806,14,129,"null"
"ip2089.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",7434,5,1604,"null"
"ip1089.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1890,30,63,"null"
"ip873.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051107 Firefox/1.5",1812,4,453,"null"
"ip2152.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1801,15,120,"null"
"ip2205.USER-R1DQVII0TZ Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1801,9,200,"null"
"ip1393.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Dosware Team Internet Browser; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1801,7,257,"null"
"ip1470.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",2143,9,238,"null"
"ip2358.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts)",1807,11,164,"null"
"ip1737.com Googlebot/2.1 (+http://www.google.com/bot.html)",14330,18,1022,"null"
"ip1727.com Googlebot/2.1 (+http://www.google.com/bot.html)",20090,19,1266,"null"
"ip2214.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; YPC 3.0.0)",2703,34,79,"null"
"ip1761.com Googlebot/2.1 (+http://www.google.com/bot.html)",12848,11,1328,"null"
"ip1751.com Googlebot/2.1 (+http://www.google.com/bot.html)",12890,11,1296,"null"
"ip2074.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1572.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; (R1 1.1); .NET CLR 1.1.4322)",1803,9,200,"null"
"ip209.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1823,31,58,"null"
"ip2047.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip2158.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1803,14,128,"null"
"ip1734.com Googlebot/2.1 (+http://www.google.com/bot.html)",20586,26,1100,"null"
"ip1758.com Googlebot/2.1 (+http://www.google.com/bot.html)",17570,15,1326,"null"
"ip829.in DA 7.0",5471,11,485,"null"
"ip1371.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; PeoplePal 3.0)",2040,48,42,"null"
"ip1840.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2277.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2122,52,40,"null"
"ip530.com Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",2424,25,96,"null"
"ip679.net Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.7.5) Gecko/20041217",1879,22,85,"null"
"ip562.com Mozilla/4.0 (compatible;)",3913,4,1252,"null"
"ip1749.com Googlebot/2.1 (+http://www.google.com/bot.html)",10102,13,1349,"null"
"ip1747.com Googlebot/2.1 (+http://www.google.com/bot.html)",8789,11,1017,"null"
"ip1759.com Googlebot/2.1 (+http://www.google.com/bot.html)",13851,11,1447,"null"
"ip1763.com Googlebot/2.1 (+http://www.google.com/bot.html)",12741,12,1456,"null"
"ip1965.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",4836,3,1659,"null"
"ip1765.com Googlebot/2.1 (+http://www.google.com/bot.html)",5562,9,1135,"null"
"ip1748.com Googlebot/2.1 (+http://www.google.com/bot.html)",12459,16,1228,"null"
"ip1771.com Googlebot/2.1 (+http://www.google.com/bot.html)",7977,13,848,"null"
"ip1746.com Googlebot/2.1 (+http://www.google.com/bot.html)",13633,11,1386,"null"
"ip1726.com Googlebot/2.1 (+http://www.google.com/bot.html)",16769,15,1532,"null"
"ip1764.com Googlebot/2.1 (+http://www.google.com/bot.html)",9167,7,1370,"null"
"ip1745.com Googlebot/2.1 (+http://www.google.com/bot.html)",12434,10,1517,"null"
"ip1760.com Googlebot/2.1 (+http://www.google.com/bot.html)",9929,12,851,"null"
"ip923.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1817,14,129,"null"
"ip160.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)",2040,10,204,"null"
"ip1254.com psbot/0.1 (+http://www.picsearch.com/bot.html)",9025,8,1202,"null"
"ip1730.com Googlebot/2.1 (+http://www.google.com/bot.html)",18398,15,1546,"null"
"ip1740.com Googlebot/2.1 (+http://www.google.com/bot.html)",16646,16,1398,"null"
"ip1767.com Googlebot/2.1 (+http://www.google.com/bot.html)",14686,16,1179,"null"
"ip883.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)",2514,19,132,"null"
"ip115.unr Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)",1801,7,257,"null"
"ip1869.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1190.net Mozilla/4.0 (compatible;)",3600,2,1800,"null"
"ip547.com Mozilla/4.0 (compatible;)",5471,6,1355,"null"
"ip2124.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",2050,30,68,"null"
"ip1308.my Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; FunWebProducts)",1805,7,257,"null"
"ip1756.com Googlebot/2.1 (+http://www.google.com/bot.html)",10106,7,1550,"null"
"ip2108.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",4114,4,1285,"null"
"ip1187.unr Mozilla/4.0 (compatible;)",17500,12,1628,"null"
"ip894.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1981,26,76,"null"
"ip582.fi Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US) AppleWebKit/125.4 (KHTML, like Gecko, Safari) OmniWeb/v563.60",1804,10,180,"null"
"ip447.th Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2748,15,183,"null"
"ip1305.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",4321,50,86,"null"
"ip2252.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",2310,19,121,"null"
"ip1516.unr NaverBot-1.0 (NHN Corp. / +82-2-3011-1989 / nhnbot@naver.com)",3797,16,240,"null"
"ip1680.com http://www.almaden.ibm.com/cs/crawler [bc26]",10467,47,223,"null"
"ip1905.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip916.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1836,20,91,"null"
"ip1845.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",1801,2,900,"null"
"ip857.sg Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.1) Gecko/20040707",2053,11,186,"null"
"ip1986.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip201.sg Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1802,6,300,"null"
"ip1176.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1813,3,604,"null"
"ip927.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1807,6,301,"null"
"ip2209.unr Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.6) Gecko/20050317 Firefox/1.0.2",1801,25,72,"null"
"ip591.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1822,17,107,"null"
"ip232.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",4624,28,504,"null"
"ip1110.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.7.10) Gecko/20050717 Firefox/1.0.6",1812,12,151,"null"
"ip1744.com Googlebot/2.1 (+http://www.google.com/bot.html)",11497,9,1509,"null"
"ip2161.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1803,14,128,"null"
"ip1988.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",9000,5,1800,"null"
"ip1846.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip620.ae Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1807,6,301,"null"
"ip621.ae Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,2,900,"null"
"ip545.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",5082,148,34,"null"
"ip2083.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2004.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",6262,4,1643,"null"
"ip1349.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Sleipnir/2.00",2140,2,1070,"null"
"ip566.se Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1801,8,225,"null"
"ip2172.net Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1801,14,128,"null"
"ip1107.tw Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1813,15,120,"null"
"ip2312.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1801,7,257,"null"
